Ch2 tests
./data/A-n32-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 784),
v,32,cs,1422.1265088444866,d=1979.3107941264382
./data/P-n45-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Best value: 510),
v,34,cs,1419.6308882690428,d=2043.5664320381427
v,9,cs,3938.88055532982,d=1654.131334058821
v,19,cs,2060.5977518898285,d=1754.1241464189125
v,25,cs,1613.9933757866656,d=1842.9879430006088
v,30,cs,1483.6145008328356,d=1982.8094363677023
v,45,cs,1094.5656504763388,d=2189.1313009526775
v,17,cs,2373.1542408858113,d=1801.2404028169437
v,32,cs,1441.4413765583613,d=1978.7777826144018
v,14,cs,2713.576570592512,d=1740.1201851873332
v,12,cs,3034.669220620248,d=1780.7916412399723
v,16,cs,2397.9943848683743,d=1788.6822212570205
v,20,cs,1878.9859369157848,d=1818.3783098584622
v,31,cs,1459.4680925401774,d=2045.6979546280938
v,23,cs,1739.009762646749,d=1835.7680429306508
v,24,cs,1697.468459247615,d=1837.294118272285
v,18,cs,2102.2167276691,d=1816.6599367456754
v,15,cs,2519.9050061831244,d=1713.6683349025943
v,26,cs,1585.4340838552275,d=1952.3211483940113
v,27,cs,1499.074187543629,d=1983.7007271556417
v,22,cs,1791.429575107871,d=1858.166364468029
./data/P-n45-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Best value: 510),
v,19,cs,2084.621975039366,d=1721.8536894293125
v,18,cs,2092.237831026838,d=1759.3865052967165
v,37,cs,1262.6116724582305,d=2053.9491050745196
v,29,cs,1462.7584771437207,d=1971.093732510848
v,14,cs,3008.821415712833,d=1669.4548753849747
v,20,cs,1865.9494743649884,d=1746.6104595410432
v,22,cs,1821.7244467429446,d=1807.713848714881
v,17,cs,2272.2516605559485,d=1737.65649139381
v,15,cs,2473.0714146860896,d=1801.3347604483129
v,32,cs,1414.6217384511774,d=1984.4016293669329
v,24,cs,1674.804484884088,d=1708.9301124889703
v,28,cs,1519.4501378128843,d=1935.9854312022305
v,11,cs,3649.6132848925026,d=1651.130255220619
v,13,cs,3012.6340126163914,d=1699.9089548636068
v,16,cs,2472.6678882941774,d=1709.8803766527826
v,27,cs,1591.6664082685215,d=1968.30113871764
v,34,cs,1340.3216812656196,d=2005.8249605391368
v,31,cs,1417.948720619985,d=2075.5339179663883
v,23,cs,1816.4755924571193,d=1767.82775373606
v,26,cs,1601.2581210233582,d=1942.2879822688012
./data/P-n45-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Best value: 510),
v,13,cs,3775.691757672624,d=1736.4166346342677
v,22,cs,1853.1826630518062,d=1844.768409662504
v,16,cs,2625.3088058184944,d=1733.4883043927746
v,19,cs,1989.2687695079444,d=1856.6888577209234
v,21,cs,1908.2743490405394,d=1768.5118136323877
v,23,cs,1702.527792034724,d=1923.1565322687393
v,20,cs,1972.9957679207562,d=1830.1697301883721
v,18,cs,2249.2941237752275,d=1885.6762423343707
v,15,cs,2766.4367183832014,d=1675.8139784169407
v,28,cs,1512.907700093263,d=1925.744970289935
v,27,cs,1539.829971110339,d=1882.5535762001064
v,24,cs,1637.497386557528,d=1873.3563526974979
v,17,cs,2412.7126359462886,d=1826.6644139076398
v,32,cs,1359.0975113511477,d=1981.8615204895532
v,37,cs,1225.4863645108385,d=2041.9499199650184
v,31,cs,1443.201052729875,d=1970.1754546912903
v,45,cs,1094.5656504763385,d=2189.131300952677
v,35,cs,1302.6766359430308,d=2044.9455545534427
v,34,cs,1343.429593384665,d=2003.4326813346697
v,26,cs,1601.0897594786518,d=1923.0472565998734
v,25,cs,1633.0142107968395,d=1961.5187841318295
./data/P-n45-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Best value: 510),
v,31,cs,1435.1594356298222,d=2003.5451149504606
v,23,cs,1741.9170578592264,d=1972.0928111080746
v,20,cs,1984.8712101004967,d=1884.9467576832715
v,30,cs,1544.1690826325207,d=1941.163022045695
v,24,cs,1628.0175830045107,d=1927.4497052878853
v,29,cs,1549.8366030652335,d=1914.4324877393863
v,22,cs,1792.5148828314325,d=1758.314750778
v,28,cs,1559.2203928447789,d=1925.8173961100952
v,26,cs,1572.2481019465724,d=1872.0061698750749
v,21,cs,1837.3991805962783,d=1762.946835141926
v,13,cs,2569.675520410091,d=1600.1611866447597
v,16,cs,2369.26163211596,d=1628.7232263707338
v,15,cs,2497.6603966708676,d=1765.5014591167906
v,18,cs,2225.5230279454404,d=1905.9127701066875
v,19,cs,2176.2243055947047,d=1843.230978997696
./data/P-n45-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Best value: 510),
v,25,cs,1620.3558094428076,d=1934.0568264831202
v,24,cs,1664.8184281623337,d=1945.1579810400567
v,11,cs,3567.1128256647903,d=1743.4630356357616
v,40,cs,1209.2240686975058,d=2095.3017387518667
v,21,cs,1842.9368299991493,d=1832.966296844847
v,20,cs,1923.951379208119,d=1797.4039923688842
v,36,cs,1283.598882273114,d=2121.657102591191
v,32,cs,1402.8847428334734,d=1987.6157215903497
v,31,cs,1466.405183778705,d=2040.470651760219
v,30,cs,1477.374755136884,d=2037.072979083219
v,16,cs,2354.8716043177537,d=1726.0762503117164
v,22,cs,1775.031031625687,d=1828.9337907944757
v,9,cs,3678.0502555697194,d=1719.8676931728623
v,8,cs,4051.1270467240065,d=1658.0213866017396
v,12,cs,3399.7422885046385,d=1593.0652579582156
v,13,cs,3115.979134545886,d=1617.5995989646974
v,15,cs,2780.233098270761,d=1687.6292968448884
v,18,cs,2083.3324365363487,d=1810.4535389679552
v,14,cs,2861.4684794067657,d=1661.6415764289056
v,17,cs,2142.4160628539516,d=1849.7829703686275
v,29,cs,1507.5268172273793,d=1884.2027226759149
v,28,cs,1534.650157104462,d=1924.1697365550976
v,27,cs,1577.697018532177,d=1909.9523554563166
v,19,cs,2027.136650990275,d=1805.7351375997969
v,23,cs,1714.0378647303742,d=1834.0661472687034
v,26,cs,1610.9905747023956,d=1938.98832102155
./data/P-n45-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Best value: 510),
v,20,cs,1862.6877721664355,d=1723.9923723196107
v,5,cs,5452.246587159794,d=1533.7479205720838
v,17,cs,2294.5315007803456,d=1687.3985406203626
v,23,cs,1760.0993485003764,d=1748.3387737298658
v,36,cs,1359.05312815678,d=2088.846709118351
v,29,cs,1495.7277176993573,d=1984.868458718114
v,31,cs,1440.3225235579516,d=1917.9256241860733
v,25,cs,1570.774787758175,d=1901.3449989460732
v,22,cs,1796.4629458636932,d=1701.6700724401871
v,15,cs,2406.8838211826705,d=1644.6628623770412
v,13,cs,3349.849712164639,d=1605.715655253427
v,24,cs,1705.7617526799788,d=1831.820913315101
v,19,cs,2061.1818653101354,d=1882.2279259831555
v,28,cs,1553.280566608818,d=1944.5626035940545
v,32,cs,1410.2139387921677,d=2069.9986890435875
v,38,cs,1286.4093124001959,d=2067.4590834529026
v,18,cs,2090.6927691163155,d=1772.002672845819
v,14,cs,2812.999551266157,d=1651.9418805323385
./data/P-n45-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Best value: 510),
v,23,cs,1710.5800922806427,d=1815.6187795854692
v,25,cs,1628.2081963356493,d=1735.6032492628333
v,18,cs,2127.928621700555,d=1737.6296076895155
v,29,cs,1544.997145876519,d=1978.3473695838509
v,14,cs,2760.463084347503,d=1717.622435034044
v,22,cs,1744.1864474616063,d=1939.0142558989266
v,19,cs,2052.5110247210814,d=1630.9137754397584
v,27,cs,1550.7462346036443,d=1884.4047901543584
v,20,cs,1981.3757877751636,d=1797.9546382758008
v,12,cs,3199.1178955611413,d=1622.495902875373
v,15,cs,2756.252413855942,d=1777.0237081842938
v,9,cs,4762.468676044939,d=1734.3088695889837
v,11,cs,4261.052229834073,d=1652.9473217034588
v,35,cs,1294.6827999805064,d=2029.507267807379
v,34,cs,1316.9355733357706,d=2052.8376479465783
v,33,cs,1340.9758537044866,d=2082.010540936995
v,30,cs,1462.9181311277084,d=2006.922093928632
v,17,cs,2195.6825349585315,d=1850.0021316753232
v,21,cs,1754.9151922711235,d=1958.1367843403245
v,16,cs,2358.018407968821,d=1703.0698708594377
Grand front,P-n45-k5.vrp,n,33,obj0Max,45.0,obj0Min,5.0,obj1Max,5328.716369538838,obj1Min,1094.5656504763385
V,41,CS,1192.1368750170568
V,28,CS,1496.7521793357948
V,12,CS,2956.1490333270954
V,17,CS,2115.2253315933444
V,18,CS,2056.4250724242243
V,5,CS,5328.716369538838
V,11,CS,3065.1819013103764
V,16,CS,2316.0494361961337
V,30,CS,1446.413470847996
V,45,CS,1094.5656504763385
V,42,CS,1163.1804631247908
V,27,CS,1499.074187543629
V,29,CS,1462.7584771437207
V,31,CS,1417.948720619985
V,19,CS,1989.2687695079444
V,23,CS,1702.527792034724
V,32,CS,1359.0975113511477
V,37,CS,1225.4863645108385
V,45,CS,1094.5656504763385
V,24,CS,1628.0175830045107
V,13,CS,2569.675520410091
V,40,CS,1209.2240686975058
V,36,CS,1283.598882273114
V,9,CS,3678.0502555697194
V,8,CS,4051.1270467240065
V,20,CS,1862.6877721664355
V,25,CS,1570.774787758175
V,15,CS,2406.8838211826705
V,22,CS,1744.1864474616063
V,35,CS,1294.6827999805064
V,34,CS,1316.9355733357706
V,33,CS,1340.9758537044866
V,21,CS,1754.9151922711235
./data/P-n50-k7.vrp,COMMENT : (Augerat et al, No of trucks: 7, Best value: 554),
v,21,cs,2108.3331341260086,d=1844.8841233954538
v,25,cs,1804.7381097638327,d=1809.09663799927
v,20,cs,2257.4599811336925,d=1857.779839863375
v,30,cs,1585.9446159713223,d=1981.5359919794373
v,16,cs,2793.836502032219,d=1781.9516178952272
v,22,cs,2085.6707701846317,d=1759.4491104248734
v,28,cs,1710.6876997988393,d=1847.689054176512
v,27,cs,1744.4303655978165,d=1977.8835590208769
v,18,cs,2509.058540725194,d=1805.6399798588207
v,15,cs,2847.795038883061,d=1678.793689288821
v,32,cs,1562.405688597917,d=2041.800624094743
v,23,cs,1931.0990930277035,d=1854.0616867305005
v,29,cs,1644.4986625154868,d=1886.5699552282338
v,7,cs,4734.591638559321,d=1645.227669628823
v,17,cs,2580.0093371110547,d=1851.965645476965
v,12,cs,3141.9295633353595,d=1737.4370002638557
v,14,cs,3087.466698814008,d=1804.0216527936093
v,19,cs,2328.4919422126222,d=1699.024740365652
v,24,cs,1931.0262869956857,d=1908.213857077376
v,26,cs,1792.0439910184755,d=1807.645854245662
./data/P-n50-k7.vrp,COMMENT : (Augerat et al, No of trucks: 7, Best value: 554),
v,24,cs,1852.6112567910816,d=1889.3528067638085
v,32,cs,1569.560039001523,d=1992.562145285979
v,22,cs,2016.3924066590132,d=1943.6556076412087
v,25,cs,1754.1189445953753,d=1970.91413729491
v,27,cs,1698.5730965733376,d=2036.0498943634943
v,50,cs,1116.2769156158417,d=2232.5538312316835
v,29,cs,1600.4060095158386,d=1948.2483123463205
v,23,cs,1880.215362787094,d=1868.2707105124102
v,34,cs,1475.5201396607354,d=2157.6923698473
v,36,cs,1444.6582683246243,d=2103.8937015302467
v,37,cs,1438.7919718672724,d=2080.4346359421065
v,20,cs,2176.937633888526,d=1857.1148136182794
v,9,cs,3944.1294249933017,d=1775.9097088151643
v,11,cs,3543.888272981904,d=1673.1459663600865
v,12,cs,3183.280995791034,d=1692.886224282346
v,15,cs,3118.04982753344,d=1794.3841932709945
v,16,cs,2957.059559273197,d=1674.0927058812354
v,17,cs,2766.419978597101,d=1830.3702538285572
v,19,cs,2228.4326844750467,d=1754.3040903291126
v,18,cs,2422.5722693154735,d=1687.3287445352707
v,21,cs,2047.7695375394026,d=1779.4560338691147
./data/P-n50-k7.vrp,COMMENT : (Augerat et al, No of trucks: 7, Best value: 554),
v,27,cs,1745.1419022930954,d=1885.4083673676646
v,21,cs,2049.300937911796,d=1760.0284870396715
v,24,cs,1886.9997373401218,d=1864.6680955618351
v,25,cs,1800.4805023910608,d=1864.9305236227983
v,22,cs,1953.234582323994,d=1942.9091702216483
v,20,cs,2243.1478944076775,d=1889.3849451705287
v,9,cs,3933.644462090394,d=1754.8015653333832
v,11,cs,3859.6824590661563,d=1617.7689574975902
v,28,cs,1656.1466767950449,d=1977.886295279999
v,32,cs,1531.5365533048334,d=1857.4533106482033
v,36,cs,1434.7630201946004,d=1983.8301855399895
v,12,cs,3162.061292498451,d=1711.7751487464107
v,15,cs,2688.4100743914732,d=1858.4017212256415
v,14,cs,3065.990193525335,d=1756.2186749438185
v,16,cs,2613.1750677646005,d=1696.8237923634022
v,40,cs,1320.9557849543592,d=2152.155468275388
v,38,cs,1383.1310859608916,d=2109.6943182252307
v,39,cs,1362.0653126613795,d=2011.7128706671558
v,34,cs,1491.7062922886282,d=2040.2087171734838
v,30,cs,1595.6601871012556,d=2055.465240066235
v,19,cs,2446.6222909560315,d=1833.8139463118516
v,29,cs,1608.868086371444,d=1914.2948453177492
v,31,cs,1573.918474128914,d=1974.65583134234
./data/P-n50-k7.vrp,COMMENT : (Augerat et al, No of trucks: 7, Best value: 554),
v,18,cs,2394.00916975567,d=1720.9899058057247
v,24,cs,1894.2763020147622,d=1846.1397177669169
v,21,cs,2178.997830923974,d=1854.7288206477458
v,28,cs,1640.8355507677804,d=1995.7602362035734
v,25,cs,1834.137096433302,d=2007.0731232342891
v,30,cs,1612.2680698205832,d=1948.29990344137
v,13,cs,3141.5087604558225,d=1692.14391012826
v,40,cs,1330.244980907748,d=2152.0607215854056
v,36,cs,1411.0861847442955,d=2024.1100069958093
v,33,cs,1525.3185121493477,d=1935.9112822142024
v,26,cs,1795.7779526128575,d=1889.7442821587426
v,17,cs,2633.748785795327,d=1787.7163460598897
v,19,cs,2219.4805613348676,d=1785.7131625406912
v,22,cs,2090.282757756691,d=1842.559217083621
v,7,cs,4341.376594981706,d=1618.8627664639434
v,8,cs,4200.287423076148,d=1696.3521002293219
v,12,cs,3550.700489768476,d=1678.9388498058681
v,11,cs,3763.340052878111,d=1531.8249555973596
v,9,cs,4082.507021500091,d=1751.2831404354956
v,15,cs,2882.019628992101,d=1735.1767140864679
v,14,cs,2884.1433099080455,d=1743.7252159886627
v,31,cs,1578.794692922972,d=2051.969362501448
v,23,cs,1999.709062721019,d=1843.4308805746643
v,27,cs,1680.8096025852726,d=1926.0016154796858
./data/P-n50-k7.vrp,COMMENT : (Augerat et al, No of trucks: 7, Best value: 554),
v,23,cs,1967.83816198043,d=1857.3617484387219
v,24,cs,1840.4857631712023,d=1883.0644061885025
v,26,cs,1740.3543560972703,d=1824.0015906909487
v,25,cs,1788.5530351527434,d=1745.7787762875491
v,28,cs,1613.4495548495306,d=1958.1061712984492
v,32,cs,1533.8127469370736,d=2022.6252307321197
v,20,cs,2146.129903735199,d=1891.4733223719193
v,30,cs,1591.1486903856758,d=1935.6207058912757
v,21,cs,2116.1984977783136,d=1863.8798013111991
v,33,cs,1518.1646823867286,d=2048.364653030978
v,34,cs,1480.5256492873143,d=1995.760529252353
v,50,cs,1116.2769156158417,d=2232.5538312316835
v,41,cs,1287.3530322437357,d=2119.5509836937686
v,7,cs,4489.806386531069,d=1658.6394146316793
v,9,cs,4402.944574253657,d=1706.5447257057722
v,11,cs,3638.4067469507427,d=1707.0978095207852
v,13,cs,3148.833304522691,d=1680.6217707135395
v,15,cs,2967.688601369787,d=1708.5829000460014
v,18,cs,2390.858475262724,d=1756.664605984284
v,16,cs,2873.450088225793,d=1794.0768907144295
v,17,cs,2626.320363697482,d=1792.8546386334715
v,22,cs,1976.8002673556698,d=1805.2062836392588
v,50,cs,1116.2769156158417,d=2232.5538312316835
v,43,cs,1256.4587175790766,d=2185.010845874397
v,39,cs,1343.7307568535048,d=2144.1166597606984
v,36,cs,1412.9001995140518,d=2135.9548441783795
v,31,cs,1583.544521968725,d=1960.5663185981605
./data/P-n50-k7.vrp,COMMENT : (Augerat et al, No of trucks: 7, Best value: 554),
v,37,cs,1434.554650100435,d=2078.4845841806045
v,20,cs,2186.9672818702275,d=1882.7504344700214
v,13,cs,3081.383060797675,d=1623.2048210869184
v,26,cs,1736.797089274951,d=1823.8386770570926
v,31,cs,1603.6452515420253,d=2005.7869730340772
v,33,cs,1491.8855106513024,d=2040.7223938221437
v,50,cs,1116.2769156158415,d=2232.553831231683
v,35,cs,1460.3777392649502,d=2053.806749510225
v,28,cs,1648.2661360794534,d=1996.4892710648849
v,10,cs,3878.54140106478,d=1579.5330324766196
v,12,cs,3348.7532299657014,d=1842.4532868381234
v,15,cs,2715.502115702372,d=1892.9869301716162
v,17,cs,2653.336325962377,d=1921.184730791502
v,24,cs,1903.8405373200058,d=1877.6060792536446
v,18,cs,2427.680807904891,d=1843.1546370464794
v,19,cs,2348.045888735543,d=1660.2709894284837
v,27,cs,1718.4506623716584,d=1976.1799651048218
v,22,cs,2018.5704839101475,d=1925.6098644863675
v,25,cs,1827.386130776626,d=1956.2270879019916
v,21,cs,2098.8816030835956,d=1953.8288236176331
v,23,cs,1968.8574019081661,d=1868.3469750219226
./data/P-n50-k7.vrp,COMMENT : (Augerat et al, No of trucks: 7, Best value: 554),
v,34,cs,1435.1113382205772,d=2032.8061424698517
v,32,cs,1544.328181531627,d=2073.767620788285
v,29,cs,1690.5024394899065,d=1962.5015051335238
v,24,cs,1845.5736555572596,d=1874.3253590894572
v,50,cs,1116.2769156158415,d=2232.553831231683
v,43,cs,1250.4996929691938,d=2109.818770235388
v,40,cs,1424.539068447482,d=2130.9728925253066
v,11,cs,3676.5934864044993,d=1617.6017887859973
v,28,cs,1725.8708354161543,d=1945.212081206219
v,7,cs,4397.645726533784,d=1634.4277196861742
v,12,cs,3314.1942306581027,d=1778.6408551700474
v,18,cs,2242.2281064435892,d=1854.7195904494326
v,27,cs,1742.5065434495293,d=1930.589131500511
v,26,cs,1773.0396284123615,d=1900.157671129673
v,25,cs,1785.6737086085861,d=1924.1375688852286
v,30,cs,1576.0865389122366,d=1959.39727723017
v,31,cs,1575.9286058512812,d=2059.9052558679737
v,17,cs,2414.51268626371,d=1853.5499532669542
v,21,cs,2168.0560845560385,d=1696.1864082712793
v,33,cs,1534.5810801309306,d=2008.1023739371185
v,22,cs,1936.240523140264,d=1949.8999862208937
v,9,cs,3853.0618001425423,d=1618.6058994977705
v,19,cs,2199.677981157418,d=1792.7461985610666
v,15,cs,2808.579547760155,d=1684.2289578885084
v,13,cs,2947.4136535301145,d=1593.4154383065252
./data/P-n50-k7.vrp,COMMENT : (Augerat et al, No of trucks: 7, Best value: 554),
v,11,cs,3549.0713565418982,d=1573.5639381310016
v,28,cs,1686.4117221593997,d=1928.4003085584554
v,22,cs,1992.5123150941477,d=1742.631367154865
v,31,cs,1579.682530820966,d=2015.7239767659175
v,25,cs,1738.388778784645,d=1953.8298008161003
v,32,cs,1550.8206335436475,d=1948.3155111316034
v,23,cs,1927.2040221684988,d=1926.2883630552058
v,19,cs,2260.774871355485,d=1850.104546530908
v,21,cs,2185.651400765547,d=1878.8479756528452
v,17,cs,3007.6697333942398,d=1753.0877203864766
v,18,cs,2449.992164458614,d=1796.7424712968884
v,24,cs,1866.660454564586,d=1848.5616705832322
v,50,cs,1116.2769156158417,d=2232.5538312316835
v,44,cs,1247.741533662236,d=2123.5834106529783
v,42,cs,1306.9482739620098,d=2120.609856482419
v,40,cs,1356.5482583063979,d=2142.5344102756067
v,43,cs,1278.5772264656737,d=2136.037201485808
v,38,cs,1381.4096753567414,d=2097.929999111044
v,37,cs,1389.7316057983849,d=2061.2119241827636
v,41,cs,1332.4187057001507,d=2101.346979920365
v,33,cs,1542.011949312933,d=2105.1692450163905
v,36,cs,1467.8890922562377,d=2026.0852367833058
v,35,cs,1499.9157524682319,d=2042.3827561528612
v,29,cs,1636.412173620735,d=1993.098490310034
./data/P-n50-k7.vrp,COMMENT : (Augerat et al, No of trucks: 7, Best value: 554),
v,23,cs,1896.584509360333,d=1931.6690604223686
v,33,cs,1506.3627398163796,d=2021.473719080067
v,18,cs,2816.148610853083,d=1862.4387601971812
v,28,cs,1657.9635806516262,d=1984.8714932309035
v,19,cs,2206.3750399657497,d=1733.3587674394857
v,30,cs,1579.247345439737,d=1948.2397711622705
v,21,cs,2069.0886728311566,d=1908.0729634513464
v,42,cs,1257.1748670196635,d=2069.207042772745
v,44,cs,1208.3631486224328,d=2113.014336785756
v,39,cs,1346.5410409566932,d=2136.747689084613
v,25,cs,1800.744925346277,d=1926.8483943457763
v,27,cs,1683.9689536875217,d=1861.5283251173641
v,29,cs,1632.9015533167346,d=1956.9274270176636
v,31,cs,1536.2555417815913,d=1958.4175464980508
v,50,cs,1116.2769156158417,d=2232.5538312316835
v,40,cs,1336.6772253486686,d=2078.7074988226022
v,34,cs,1490.2911374169887,d=2108.3454262650994
v,36,cs,1348.7160888836413,d=2073.7298212754235
./data/P-n50-k7.vrp,COMMENT : (Augerat et al, No of trucks: 7, Best value: 554),
v,25,cs,1790.2270842293979,d=1951.9560953323523
v,26,cs,1715.2952548761455,d=1948.3921661793897
v,21,cs,2058.6002424011385,d=1851.7367293262223
v,13,cs,3381.0229055622967,d=1697.7858656912101
v,15,cs,3325.177988920285,d=1758.7466675423186
v,16,cs,2878.7848073337223,d=1673.6972347565156
v,19,cs,2188.6206306282,d=1700.3815300647802
v,18,cs,2335.662095744548,d=1809.4510870800973
v,24,cs,1808.4320303810232,d=1857.7407769514703
v,29,cs,1589.7451686198365,d=1951.56318161622
v,20,cs,2185.786369956854,d=1783.5877721816346
v,28,cs,1699.3312455721389,d=1852.4850876907367
v,50,cs,1116.2769156158415,d=2232.553831231683
v,44,cs,1204.1325577852838,d=2161.568143308178
v,43,cs,1236.7699473971043,d=2132.5377016673674
v,41,cs,1332.36385010396,d=2063.588343537118
v,39,cs,1348.4462699860971,d=2145.3581879123567
v,30,cs,1586.634795317531,d=1915.5076882586814
v,23,cs,1973.53909916436,d=1754.5655710319031
v,42,cs,1281.1003544280716,d=2112.84897795538
v,35,cs,1446.027248409808,d=2080.4481141471897
v,32,cs,1520.8342497682793,d=1925.1636656847897
v,34,cs,1480.5117045917061,d=2048.61843775006
v,36,cs,1407.7951578855461,d=2041.435755280662
Grand front,P-n50-k7.vrp,n,37,obj0Max,50.0,obj0Min,7.0,obj1Max,4341.376594981706,obj1Min,1116.2769156158415
V,12,CS,3141.9295633353595
V,23,CS,1880.215362787094
V,11,CS,3543.888272981904
V,21,CS,2047.7695375394026
V,15,CS,2688.4100743914732
V,16,CS,2613.1750677646005
