prob,size,demand,avg bags,winlen,dist,time,costDel,getRoutes,getCost,dels/route,loadFactor
P-n60-k10.vrp,60,1134,18,1,2 Medium,1 Low,2 Medium,2 Medium,2 Medium,2,35,
P-n60-k10.vrp,60,1134,18,1,0 V. Low,4 V. High,0 V. Low,0 V. Low,0 V. Low,3,52.5,
P-n60-k10.vrp,60,1134,18,1,2 Medium,1 Low,3 High,3 High,3 High,1,27.79411765,
P-n60-k10.vrp,60,1134,18,14,0 V. Low,0 V. Low,4 V. High,4 V. High,4 V. High,5,78.75,
P-n60-k10.vrp,60,1134,18,14,4 V. High,4 V. High,0 V. Low,0 V. Low,0 V. Low,6,94.5,
P-n60-k15.vrp,60,1134,18,1,2 Medium,2 Medium,0 V. Low,0 V. Low,0 V. Low,2,64.43181818,
P-n60-k15.vrp,60,1134,18,1,1 Low,2 Medium,1 Low,1 Low,1 Low,2,59.0625,
P-n60-k15.vrp,60,1134,18,1,1 Low,2 Medium,1 Low,1 Low,1 Low,2,56.7,
P-n60-k15.vrp,60,1134,18,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,2,64.43181818,
P-n60-k15.vrp,60,1134,18,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,2,61.63043478,
P-n60-k15.vrp,60,1134,18,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,2,64.43181818,
P-n60-k15.vrp,60,1134,18,1,2 Medium,0 V. Low,3 High,3 High,3 High,1,40.5,
P-n60-k15.vrp,60,1134,18,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,2,61.63043478,
P-n60-k15.vrp,60,1134,18,1,1 Low,2 Medium,1 Low,1 Low,1 Low,2,54.51923077,
P-n60-k15.vrp,60,1134,18,1,2 Medium,2 Medium,1 Low,1 Low,1 Low,2,54.51923077,
P-n60-k15.vrp,60,1134,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,37.30263158,
P-n60-k15.vrp,60,1134,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,38.31081081,
P-n60-k15.vrp,60,1134,18,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,1,41.69117647,
P-n60-k15.vrp,60,1134,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,39.375,
P-n60-k15.vrp,60,1134,18,1,2 Medium,0 V. Low,3 High,3 High,3 High,1,39.375,
P-n60-k15.vrp,60,1134,18,1,3 High,1 Low,1 Low,2 Medium,1 Low,2,48.87931034,
P-n60-k15.vrp,60,1134,18,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,1,44.296875,
P-n60-k15.vrp,60,1134,18,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,1,41.69117647,
P-n60-k15.vrp,60,1134,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,40.5,
P-n60-k15.vrp,60,1134,18,1,2 Medium,0 V. Low,3 High,3 High,3 High,1,40.5,
P-n60-k15.vrp,60,1134,18,1,2 Medium,2 Medium,0 V. Low,0 V. Low,0 V. Low,2,64.43181818,
P-n60-k15.vrp,60,1134,18,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,1,45.72580645,
P-n60-k15.vrp,60,1134,18,1,0 V. Low,3 High,1 Low,0 V. Low,1 Low,2,61.63043478,
P-n60-k15.vrp,60,1134,18,1,0 V. Low,3 High,1 Low,1 Low,1 Low,2,56.7,
P-n60-k15.vrp,60,1134,18,1,0 V. Low,4 V. High,0 V. Low,0 V. Low,0 V. Low,2,64.43181818,
P-n60-k15.vrp,60,1134,18,1,0 V. Low,3 High,1 Low,1 Low,1 Low,2,59.0625,
P-n60-k15.vrp,60,1134,18,1,1 Low,3 High,0 V. Low,0 V. Low,0 V. Low,2,64.43181818,
P-n60-k15.vrp,60,1134,18,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,33.75,
P-n60-k15.vrp,60,1134,18,1,0 V. Low,4 V. High,0 V. Low,0 V. Low,0 V. Low,2,64.43181818,
P-n60-k15.vrp,60,1134,18,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,34.57317073,
P-n60-k15.vrp,60,1134,18,1,1 Low,2 Medium,1 Low,1 Low,1 Low,2,59.0625,
P-n60-k15.vrp,60,1134,18,1,2 Medium,2 Medium,0 V. Low,0 V. Low,0 V. Low,2,61.63043478,
P-n60-k15.vrp,60,1134,18,1,2 Medium,1 Low,3 High,3 High,3 High,1,37.30263158,
P-n60-k15.vrp,60,1134,18,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,2,67.5,
P-n60-k15.vrp,60,1134,18,1,0 V. Low,4 V. High,0 V. Low,0 V. Low,0 V. Low,2,67.5,
P-n60-k15.vrp,60,1134,18,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,2,67.5,
P-n60-k15.vrp,60,1134,18,1,1 Low,2 Medium,1 Low,1 Low,1 Low,2,52.5,
P-n60-k15.vrp,60,1134,18,1,1 Low,3 High,1 Low,1 Low,1 Low,2,56.7,
P-n60-k15.vrp,60,1134,18,1,1 Low,2 Medium,1 Low,1 Low,1 Low,2,52.5,
P-n60-k15.vrp,60,1134,18,1,1 Low,2 Medium,1 Low,1 Low,1 Low,2,54.51923077,
P-n60-k15.vrp,60,1134,18,1,1 Low,2 Medium,1 Low,1 Low,1 Low,2,54.51923077,
P-n60-k15.vrp,60,1134,18,1,0 V. Low,3 High,1 Low,1 Low,1 Low,2,54.51923077,
P-n60-k15.vrp,60,1134,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,52.5,
P-n60-k15.vrp,60,1134,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,50.625,
P-n60-k15.vrp,60,1134,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,52.5,
P-n60-k15.vrp,60,1134,18,1,1 Low,2 Medium,2 Medium,2 Medium,2 Medium,2,47.25,
P-n60-k15.vrp,60,1134,18,1,0 V. Low,3 High,0 V. Low,0 V. Low,0 V. Low,2,64.43181818,
P-n60-k15.vrp,60,1134,18,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,2,61.63043478,
P-n60-k15.vrp,60,1134,18,1,1 Low,2 Medium,1 Low,1 Low,1 Low,2,59.0625,
P-n60-k15.vrp,60,1134,18,1,0 V. Low,3 High,1 Low,0 V. Low,1 Low,2,61.63043478,
P-n60-k15.vrp,60,1134,18,1,1 Low,2 Medium,1 Low,1 Low,1 Low,2,54.51923077,
P-n60-k15.vrp,60,1134,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,50.625,
P-n60-k15.vrp,60,1134,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,50.625,
P-n60-k15.vrp,60,1134,18,1,1 Low,1 Low,2 Medium,2 Medium,2 Medium,2,47.25,
P-n60-k15.vrp,60,1134,18,1,4 V. High,0 V. Low,2 Medium,2 Medium,2 Medium,1,41.69117647,
P-n60-k15.vrp,60,1134,18,14,4 V. High,4 V. High,0 V. Low,0 V. Low,0 V. Low,3,88.59375,
P-n60-k15.vrp,60,1134,18,14,0 V. Low,0 V. Low,4 V. High,4 V. High,4 V. High,3,78.75,
P-n65-k10.vrp,65,1219,18,1,0 V. Low,4 V. High,3 High,2 Medium,3 High,2,32.33421751,
P-n65-k10.vrp,65,1219,18,1,0 V. Low,2 Medium,1 Low,1 Low,1 Low,3,44.65201465,
P-n65-k10.vrp,65,1219,18,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,55.15837104,
P-n65-k10.vrp,65,1219,18,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,42.62237762,
P-n65-k10.vrp,65,1219,18,1,2 Medium,0 V. Low,1 Low,1 Low,1 Low,2,40.76923077,
P-n65-k10.vrp,65,1219,18,1,2 Medium,1 Low,0 V. Low,1 Low,0 V. Low,3,44.65201465,
P-n65-k10.vrp,65,1219,18,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,39.07051282,
P-n65-k10.vrp,65,1219,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,44.65201465,
P-n65-k10.vrp,65,1219,18,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,1,28.41491841,
P-n65-k10.vrp,65,1219,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,26.04700855,
P-n65-k10.vrp,65,1219,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,25.34303534,
P-n65-k10.vrp,65,1219,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,25.34303534,
P-n65-k10.vrp,65,1219,18,1,1 Low,1 Low,0 V. Low,1 Low,0 V. Low,3,44.65201465,
P-n65-k10.vrp,65,1219,18,1,2 Medium,0 V. Low,1 Low,1 Low,1 Low,2,37.50769231,
P-n65-k10.vrp,65,1219,18,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,2,32.33421751,
P-n65-k10.vrp,65,1219,18,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,2,31.25641026,
P-n65-k10.vrp,65,1219,18,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,2,29.30288462,
P-n65-k10.vrp,65,1219,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,26.04700855,
P-n65-k10.vrp,65,1219,18,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,49.35222672,
P-n65-k10.vrp,65,1219,18,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,46.88461538,
P-n65-k10.vrp,65,1219,18,1,2 Medium,0 V. Low,1 Low,2 Medium,1 Low,2,34.72934473,
P-n65-k10.vrp,65,1219,18,1,1 Low,0 V. Low,1 Low,1 Low,1 Low,2,37.50769231,
P-n65-k10.vrp,65,1219,18,1,2 Medium,0 V. Low,1 Low,1 Low,1 Low,2,36.06508876,
P-n65-k10.vrp,65,1219,18,1,2 Medium,0 V. Low,1 Low,2 Medium,1 Low,2,34.72934473,
P-n65-k10.vrp,65,1219,18,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,2,30.24813896,
P-n65-k10.vrp,65,1219,18,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,31.25641026,
P-n65-k10.vrp,65,1219,18,1,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,1,21.80679785,
P-n65-k10.vrp,65,1219,18,1,0 V. Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,46.88461538,
P-n65-k10.vrp,65,1219,18,1,0 V. Low,2 Medium,1 Low,0 V. Low,1 Low,3,46.88461538,
P-n65-k10.vrp,65,1219,18,1,0 V. Low,2 Medium,1 Low,0 V. Low,1 Low,3,46.88461538,
P-n65-k10.vrp,65,1219,18,1,0 V. Low,2 Medium,1 Low,1 Low,1 Low,2,42.62237762,
P-n65-k10.vrp,65,1219,18,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,49.35222672,
P-n65-k10.vrp,65,1219,18,14,0 V. Low,0 V. Low,4 V. High,4 V. High,4 V. High,5,85.24475524,
P-n65-k10.vrp,65,1219,18,14,3 High,4 V. High,0 V. Low,0 V. Low,0 V. Low,6,93.76923077,
P-n65-k10.vrp,65,1219,18,14,3 High,3 High,0 V. Low,0 V. Low,0 V. Low,6,93.76923077,
P-n65-k10.vrp,65,1219,18,14,4 V. High,3 High,0 V. Low,0 V. Low,0 V. Low,6,93.76923077,
P-n70-k10.vrp,70,1313,18,1,0 V. Low,4 V. High,2 Medium,1 Low,2 Medium,2,37.40740741,
P-n70-k10.vrp,70,1313,18,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,46.31393298,
P-n70-k10.vrp,70,1313,18,1,1 Low,1 Low,0 V. Low,1 Low,0 V. Low,3,44.20875421,
P-n70-k10.vrp,70,1313,18,1,0 V. Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,46.31393298,
P-n70-k10.vrp,70,1313,18,1,0 V. Low,1 Low,0 V. Low,1 Low,0 V. Low,3,44.20875421,
P-n70-k10.vrp,70,1313,18,1,1 Low,1 Low,0 V. Low,1 Low,0 V. Low,3,44.20875421,
P-n70-k10.vrp,70,1313,18,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,48.62962963,
P-n70-k10.vrp,70,1313,18,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,37.40740741,
P-n70-k10.vrp,70,1313,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,42.28663446,
P-n70-k10.vrp,70,1313,18,1,1 Low,0 V. Low,1 Low,1 Low,1 Low,2,36.02194787,
P-n70-k10.vrp,70,1313,18,1,1 Low,0 V. Low,2 Medium,2 Medium,2 Medium,2,31.3739546,
P-n70-k10.vrp,70,1313,18,1,0 V. Low,1 Low,1 Low,1 Low,1 Low,2,38.9037037,
P-n70-k10.vrp,70,1313,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,40.52469136,
P-n70-k10.vrp,70,1313,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,37.40740741,
P-n70-k10.vrp,70,1313,18,1,2 Medium,0 V. Low,2 Medium,3 High,2 Medium,1,26.28628629,
P-n70-k10.vrp,70,1313,18,1,2 Medium,0 V. Low,3 High,3 High,3 High,1,24.31481481,
P-n70-k10.vrp,70,1313,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,23.72177055,
P-n70-k10.vrp,70,1313,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,42.28663446,
P-n70-k10.vrp,70,1313,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,33.53767561,
P-n70-k10.vrp,70,1313,18,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,20.26234568,
P-n70-k10.vrp,70,1313,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,22.61843239,
P-n70-k10.vrp,70,1313,18,1,2 Medium,0 V. Low,3 High,3 High,3 High,1,23.15696649,
P-n70-k10.vrp,70,1313,18,1,0 V. Low,1 Low,1 Low,1 Low,1 Low,2,40.52469136,
P-n70-k10.vrp,70,1313,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,42.28663446,
P-n70-k10.vrp,70,1313,18,1,0 V. Low,1 Low,1 Low,1 Low,1 Low,2,37.40740741,
P-n70-k10.vrp,70,1313,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,38.9037037,
P-n70-k10.vrp,70,1313,18,1,0 V. Low,1 Low,1 Low,1 Low,1 Low,2,37.40740741,
P-n70-k10.vrp,70,1313,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,34.73544974,
P-n70-k10.vrp,70,1313,18,1,2 Medium,0 V. Low,3 High,3 High,3 High,1,22.61843239,
P-n70-k10.vrp,70,1313,18,1,2 Medium,0 V. Low,3 High,3 High,3 High,1,23.72177055,
P-n70-k10.vrp,70,1313,18,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,21.14331723,
P-n70-k10.vrp,70,1313,18,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,20.69345942,
P-n70-k10.vrp,70,1313,18,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,54.03292181,
P-n70-k10.vrp,70,1313,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,25.59454191,
P-n70-k10.vrp,70,1313,18,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,46.31393298,
P-n70-k10.vrp,70,1313,18,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,2,27.78835979,
P-n70-k10.vrp,70,1313,18,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,1,27.01646091,
P-n70-k10.vrp,70,1313,18,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,2,28.60566449,
P-n70-k10.vrp,70,1313,18,1,1 Low,1 Low,0 V. Low,1 Low,0 V. Low,3,44.20875421,
P-n70-k10.vrp,70,1313,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,24.31481481,
P-n70-k10.vrp,70,1313,18,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,46.31393298,
P-n70-k10.vrp,70,1313,18,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,37.40740741,
P-n70-k10.vrp,70,1313,18,1,3 High,0 V. Low,1 Low,2 Medium,1 Low,2,32.41975309,
P-n70-k10.vrp,70,1313,18,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,2,29.47250281,
P-n70-k10.vrp,70,1313,18,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,30.39351852,
P-n70-k10.vrp,70,1313,18,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,2,30.39351852,
P-n70-k10.vrp,70,1313,18,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,2,29.47250281,
P-n70-k10.vrp,70,1313,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,42.28663446,
P-n70-k10.vrp,70,1313,18,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,46.31393298,
P-n70-k10.vrp,70,1313,18,1,3 High,0 V. Low,3 High,3 High,3 High,1,24.9382716,
P-n70-k10.vrp,70,1313,18,1,1 Low,1 Low,0 V. Low,1 Low,0 V. Low,3,44.20875421,
P-n70-k10.vrp,70,1313,18,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,42.28663446,
P-n70-k10.vrp,70,1313,18,1,2 Medium,1 Low,0 V. Low,1 Low,0 V. Low,3,44.20875421,
P-n70-k10.vrp,70,1313,18,1,2 Medium,0 V. Low,3 High,3 High,3 High,1,25.59454191,
P-n70-k10.vrp,70,1313,18,1,3 High,0 V. Low,2 Medium,3 High,2 Medium,1,26.28628629,
P-n70-k10.vrp,70,1313,18,1,2 Medium,0 V. Low,3 High,3 High,3 High,1,23.15696649,
P-n70-k10.vrp,70,1313,18,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,48.62962963,
P-n70-k10.vrp,70,1313,18,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,38.9037037,
P-n70-k10.vrp,70,1313,18,1,1 Low,1 Low,0 V. Low,1 Low,0 V. Low,3,44.20875421,
P-n70-k10.vrp,70,1313,18,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,3,46.31393298,
P-n70-k10.vrp,70,1313,18,1,3 High,1 Low,1 Low,1 Low,1 Low,2,37.40740741,
P-n70-k10.vrp,70,1313,18,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,2,28.60566449,
P-n70-k10.vrp,70,1313,18,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,1,27.01646091,
P-n70-k10.vrp,70,1313,18,1,4 V. High,0 V. Low,3 High,3 High,3 High,1,24.9382716,
P-n70-k10.vrp,70,1313,18,14,4 V. High,0 V. Low,0 V. Low,0 V. Low,0 V. Low,6,88.41750842,
P-n70-k10.vrp,70,1313,18,14,0 V. Low,4 V. High,4 V. High,4 V. High,4 V. High,5,81.04938272,
P-n76-k4.vrp,76,1364,17,1,0 V. Low,4 V. High,2 Medium,1 Low,2 Medium,2,14.43386243,
P-n76-k4.vrp,76,1364,17,1,2 Medium,2 Medium,0 V. Low,0 V. Low,0 V. Low,4,21.65079365,
P-n76-k4.vrp,76,1364,17,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,18.55782313,
P-n76-k4.vrp,76,1364,17,1,2 Medium,2 Medium,0 V. Low,0 V. Low,0 V. Low,4,21.65079365,
P-n76-k4.vrp,76,1364,17,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,4,20.5112782,
P-n76-k4.vrp,76,1364,17,1,3 High,2 Medium,0 V. Low,0 V. Low,0 V. Low,4,20.5112782,
P-n76-k4.vrp,76,1364,17,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,4,20.5112782,
P-n76-k4.vrp,76,1364,17,1,3 High,1 Low,1 Low,1 Low,1 Low,2,13.43842365,
P-n76-k4.vrp,76,1364,17,1,3 High,1 Low,2 Medium,2 Medium,2 Medium,2,12.17857143,
P-n76-k4.vrp,76,1364,17,1,3 High,1 Low,2 Medium,2 Medium,2 Medium,2,11.80952381,
P-n76-k4.vrp,76,1364,17,1,2 Medium,2 Medium,0 V. Low,0 V. Low,0 V. Low,4,22.92436975,
P-n76-k4.vrp,76,1364,17,1,2 Medium,2 Medium,0 V. Low,0 V. Low,0 V. Low,4,22.92436975,
P-n76-k4.vrp,76,1364,17,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,19.48571429,
P-n76-k4.vrp,76,1364,17,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,4,20.5112782,
P-n76-k4.vrp,76,1364,17,1,2 Medium,2 Medium,0 V. Low,0 V. Low,0 V. Low,4,22.92436975,
P-n76-k4.vrp,76,1364,17,1,2 Medium,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,19.48571429,
P-n76-k4.vrp,76,1364,17,1,2 Medium,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,19.48571429,
P-n76-k4.vrp,76,1364,17,1,2 Medium,2 Medium,0 V. Low,0 V. Low,0 V. Low,3,18.55782313,
P-n76-k4.vrp,76,1364,17,1,2 Medium,2 Medium,0 V. Low,0 V. Low,0 V. Low,4,21.65079365,
P-n76-k4.vrp,76,1364,17,1,2 Medium,0 V. Low,3 High,3 High,3 High,1,8.472049689,
P-n76-k4.vrp,76,1364,17,1,2 Medium,1 Low,3 High,3 High,3 High,1,8.66031746,
P-n76-k4.vrp,76,1364,17,1,2 Medium,0 V. Low,3 High,3 High,3 High,1,8.66031746,
P-n76-k4.vrp,76,1364,17,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,7.216931217,
P-n76-k4.vrp,76,1364,17,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,12.99047619,
P-n76-k4.vrp,76,1364,17,1,2 Medium,1 Low,2 Medium,2 Medium,2 Medium,2,10.82539683,
P-n76-k4.vrp,76,1364,17,1,2 Medium,1 Low,2 Medium,2 Medium,2 Medium,2,10.53281853,
P-n76-k4.vrp,76,1364,17,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,13.43842365,
P-n76-k4.vrp,76,1364,17,1,2 Medium,1 Low,0 V. Low,1 Low,0 V. Low,3,17.71428571,
P-n76-k4.vrp,76,1364,17,1,3 High,1 Low,1 Low,2 Medium,1 Low,2,12.57142857,
P-n76-k4.vrp,76,1364,17,1,2 Medium,1 Low,2 Medium,2 Medium,2 Medium,2,11.13469388,
P-n76-k4.vrp,76,1364,17,1,2 Medium,1 Low,1 Low,1 Low,1 Low,3,16.94409938,
P-n76-k4.vrp,76,1364,17,1,2 Medium,1 Low,1 Low,1 Low,1 Low,3,16.23809524,
P-n76-k4.vrp,76,1364,17,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,13.91836735,
P-n76-k4.vrp,76,1364,17,1,2 Medium,0 V. Low,3 High,3 High,3 High,1,9.063122924,
P-n76-k4.vrp,76,1364,17,1,2 Medium,0 V. Low,3 High,3 High,3 High,1,9.278911565,
P-n76-k4.vrp,76,1364,17,1,2 Medium,1 Low,3 High,3 High,3 High,1,9.278911565,
P-n76-k4.vrp,76,1364,17,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,7.494505495,
P-n76-k4.vrp,76,1364,17,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,7.641456583,
P-n76-k4.vrp,76,1364,17,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,7.216931217,
P-n76-k4.vrp,76,1364,17,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,14.43386243,
P-n76-k4.vrp,76,1364,17,1,2 Medium,1 Low,2 Medium,2 Medium,2 Medium,2,11.46218487,
P-n76-k4.vrp,76,1364,17,1,2 Medium,1 Low,2 Medium,2 Medium,2 Medium,2,11.13469388,
P-n76-k4.vrp,76,1364,17,1,3 High,0 V. Low,3 High,3 High,3 High,1,8.472049689,
P-n76-k4.vrp,76,1364,17,1,2 Medium,0 V. Low,3 High,3 High,3 High,1,7.95335277,
P-n76-k4.vrp,76,1364,17,1,2 Medium,0 V. Low,3 High,3 High,3 High,1,8.472049689,
P-n76-k4.vrp,76,1364,17,1,3 High,0 V. Low,3 High,3 High,3 High,1,8.291793313,
P-n76-k4.vrp,76,1364,17,1,3 High,0 V. Low,3 High,3 High,3 High,1,8.291793313,
P-n76-k4.vrp,76,1364,17,1,2 Medium,0 V. Low,3 High,3 High,3 High,1,8.119047619,
P-n76-k4.vrp,76,1364,17,1,1 Low,1 Low,2 Medium,2 Medium,2 Medium,2,11.80952381,
P-n76-k4.vrp,76,1364,17,1,2 Medium,1 Low,2 Medium,2 Medium,2 Medium,2,12.17857143,
P-n76-k4.vrp,76,1364,17,1,3 High,0 V. Low,3 High,3 High,3 High,1,8.66031746,
P-n76-k4.vrp,76,1364,17,1,3 High,0 V. Low,3 High,3 High,3 High,1,8.472049689,
P-n76-k4.vrp,76,1364,17,1,2 Medium,0 V. Low,3 High,3 High,3 High,1,7.95335277,
P-n76-k4.vrp,76,1364,17,1,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,1,7.641456583,
P-n76-k4.vrp,76,1364,17,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,1,9.742857143,
P-n76-k4.vrp,76,1364,17,1,2 Medium,1 Low,1 Low,1 Low,1 Low,3,15.58857143,
P-n76-k4.vrp,76,1364,17,1,2 Medium,1 Low,1 Low,2 Medium,1 Low,2,12.57142857,
P-n76-k4.vrp,76,1364,17,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,13.91836735,
P-n76-k4.vrp,76,1364,17,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,14.98901099,
P-n76-k4.vrp,76,1364,17,1,1 Low,1 Low,3 High,3 High,3 High,1,9.278911565,
P-n76-k4.vrp,76,1364,17,1,2 Medium,1 Low,3 High,3 High,3 High,1,9.505226481,
P-n76-k4.vrp,76,1364,17,1,2 Medium,1 Low,3 High,3 High,3 High,1,9.063122924,
P-n76-k4.vrp,76,1364,17,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,1,9.742857143,
P-n76-k4.vrp,76,1364,17,1,2 Medium,1 Low,3 High,3 High,3 High,1,8.472049689,
P-n76-k4.vrp,76,1364,17,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,1,9.742857143,
P-n76-k4.vrp,76,1364,17,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,14.43386243,
P-n76-k4.vrp,76,1364,17,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,12.99047619,
P-n76-k4.vrp,76,1364,17,1,2 Medium,1 Low,2 Medium,2 Medium,2 Medium,2,10.82539683,
P-n76-k4.vrp,76,1364,17,1,2 Medium,1 Low,3 High,3 High,3 High,1,8.857142857,
P-n76-k4.vrp,76,1364,17,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,10.2556391,
P-n76-k4.vrp,76,1364,17,1,2 Medium,1 Low,2 Medium,2 Medium,2 Medium,2,11.13469388,
P-n76-k4.vrp,76,1364,17,1,2 Medium,1 Low,2 Medium,2 Medium,2 Medium,2,11.13469388,
P-n76-k4.vrp,76,1364,17,1,1 Low,1 Low,0 V. Low,1 Low,0 V. Low,3,17.71428571,
P-n76-k4.vrp,76,1364,17,1,1 Low,1 Low,2 Medium,2 Medium,2 Medium,2,11.13469388,
P-n76-k4.vrp,76,1364,17,1,1 Low,2 Medium,0 V. Low,1 Low,0 V. Low,3,17.71428571,
P-n76-k4.vrp,76,1364,17,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,16.94409938,
P-n76-k4.vrp,76,1364,17,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,15.58857143,
